recency,frequency,monetary,cluster,id_Cliente
-0.42971318337664055,-0.4906935672223108,-0.4639039833497693,0,5
0.8726128544660995,-0.4906935672223108,-0.4396664082025183,1,8
1.5424626708399591,-0.4906935672223108,-0.5474024297320489,1,113
1.536712887008424,-0.4906935672223108,-0.5244979212178967,1,229
1.4705903729457683,-0.4906935672223108,-0.5358895815371046,1,163
0.3982556883644392,-0.4906935672223108,-0.4824457283374163,1,13
1.4102176427146478,-0.4906935672223108,-0.2805467273608156,1,133
1.3325955609889215,-0.4906935672223108,-0.531769193762072,1,184
1.2779726145893364,-0.4906935672223108,-0.05441015123696398,1,110
-0.13647420796834148,-0.4906935672223108,2.4513915553615786,0,21
1.108353991559046,-0.4906935672223108,-0.4823487780368273,1,46
1.1026042077275104,-0.4906935672223108,-0.4443927353562322,1,73
0.13089074019804886,-0.4906935672223108,-0.5533406356431254,1,28
1.059480828990996,-0.4906935672223108,-0.10906588319401489,1,74
1.0393565855806226,-0.4906935672223108,-0.17172001494965866,1,165
-1.030565593772077,-0.4906935672223108,-0.45239113515482504,0,33
0.8381141514768878,-0.4906935672223108,-0.5242555454664242,1,97
1.5970856172395442,-0.4906935672223108,-0.49735183705297564,1,20
1.194600749032075,-0.4906935672223108,-0.3421101682348331,1,18
1.5769613738291708,-0.4906935672223108,-0.5475236176077851,1,41
0.47012798625863017,-0.4906935672223108,-0.18323286314460288,1,116
-0.7747002132687572,-0.4906935672223108,-0.5523711326372354,0,57
-0.6769538881326574,-0.4906935672223108,-0.5504321266254553,0,60
0.30338425514410716,-0.4906935672223108,-0.3907671003429394,1,162
1.3555946963150627,-0.4906935672223108,-0.5475236176077851,1,64
-1.1944344329708323,-0.4906935672223108,-0.4769922739292848,0,67
-0.3952144803874289,-0.4906935672223108,-0.37543683406230316,0,72
-0.616581157901537,-0.4906935672223108,-0.3633180464886777,0,79
-0.8781963222363921,-0.4906935672223108,0.28200739180687967,0,85
-0.3089677229143998,-0.4906935672223108,-0.4895958130058553,0,125
-0.314717506745935,-0.4906935672223108,-0.4367578991848482,0,114
-0.4785863459446904,-0.4906935672223108,-0.5474024297320489,0,179
1.0364816936648549,-0.4906935672223108,-0.4498461897643637,1,98
-0.5303344004285079,-0.4906935672223108,-0.4979577764316569,0,190
0.27463533598643075,-0.4906935672223108,-0.5078951822420298,1,107
-1.364053056001123,-0.4906935672223108,-0.5466753024776314,0,122
1.424592102293486,-0.4906935672223108,-0.5590364658027294,1,124
-1.2174335682969735,-0.4906935672223108,1.9306472533228916,0,130
-1.0995629997505003,-0.4906935672223108,-0.5477659933592577,0,222
-0.9989417826986329,-0.4906935672223108,-0.5475236176077851,0,151
-1.4158011104849404,-0.4906935672223108,-0.3291430655310538,0,197
1.4533410214511624,-0.4906935672223108,-0.24806837666349926,1,177
-0.4670867782816199,-0.4906935672223108,-0.4980789643073931,0,186
0.2688855521548955,-0.4906935672223108,-0.533647605835984,1,194
-0.2342205331044412,-0.4906935672223108,-0.5475236176077851,0,215
0.4787526620059331,-0.4906935672223108,-0.5632780414534982,1,168
-1.2404327036231144,-0.4906935672223108,-0.5162571456678313,0,100
1.5022141840192123,-0.4906935672223108,-0.45439073510447325,1,82
1.2952219660839424,-0.4906935672223108,-0.45566320779970393,1,101
1.0882297481486725,-0.4906935672223108,-0.4411812566492215,1,158
-0.6424551851434458,-0.4906935672223108,-0.525103860596578,0,16
1.5137137516822827,-0.4906935672223108,-0.34271610761351434,1,76
0.987608531096805,-0.4906935672223108,0.15015498300583438,1,119
0.8093652323192114,-0.4906935672223108,-0.42682049337447525,1,137
0.7058691233515765,-0.4906935672223108,-0.5137122002773701,1,71
-0.8954456737309979,-0.4906935672223108,0.011152489536349954,0,176
1.5970856172395442,-0.4906935672223108,-0.5523711326372354,1,214
0.5764989871420327,-0.4906935672223108,-0.556976271915213,1,138
0.07339290188269611,-0.4906935672223108,-0.5341929512767971,1,230
-0.513085048933902,-0.4906935672223108,-0.5092282488751285,0,105
-0.5562084276704167,-0.4906935672223108,-0.3058749933896929,0,210
-0.7143274830376367,-0.4906935672223108,-0.4532394502849788,0,9
-0.9299443767202096,-0.4906935672223108,-0.556976271915213,0,142
-1.2404327036231144,-0.4906935672223108,-0.5230436667090617,0,68
1.3009717499154776,-0.4906935672223108,-0.5482507448622027,1,58
0.1251409563665136,-0.4906935672223108,-0.48571780098229517,1,219
1.0336068017490871,-0.4906935672223108,-0.5069256792361397,1,128
0.4845024458374684,-0.4906935672223108,-0.5120155700170624,1,62
-0.13647420796834148,-0.4906935672223108,-0.43384939016717805,0,84
-0.7488261860268484,-0.4906935672223108,-0.5487354963651477,0,19
1.5970856172395442,-0.4906935672223108,-0.4464529292437486,1,169
1.5970856172395442,-0.4906935672223108,-0.566428926222641,1,209
1.5970856172395442,-0.4906935672223108,-0.5098341882538099,1,129
1.5970856172395442,-0.4906935672223108,-0.5283153393035888,1,69
1.3412202367362245,-0.4906935672223108,-0.4554208320482314,1,187
1.312471317578548,-0.4906935672223108,-0.5464935206640269,1,231
1.257848371178963,-0.4906935672223108,0.44427795741772497,1,75
1.1284782349694193,-0.4906935672223108,-0.2372826557229726,1,189
0.9358604766129875,-0.4906935672223108,-0.5489778721166202,1,212
0.9013617736237759,-0.4906935672223108,-0.4791130617546693,1,167
0.8553635029714937,-0.4906935672223108,-0.494685703786778,1,83
0.4787526620059331,-0.4906935672223108,-0.5052896429137003,1,233
0.45000374284825667,-0.4906935672223108,1.2544189067145892,1,238
0.36663187729099517,-0.4906935672223108,-0.4999573763813051,1,24
0.22576217341838092,-0.4906935672223108,-0.2567333097786415,1,96
0.14814009169265469,-0.4906935672223108,-0.5315268180105995,1,104
0.03026952314618153,-0.4906935672223108,-0.5274670241734349,0,175
-0.07322658582145344,-0.4906935672223108,-0.5311026604455226,0,132
-0.17959758670485604,-0.4906935672223108,-0.531769193762072,0,152
-0.4613369944500846,-0.4906935672223108,-0.5253462363480504,0,70
-0.7344517264480102,-0.4906935672223108,0.059748827706588195,0,136
-0.8120738081737364,-0.4906935672223108,-0.48135503745578995,0,225
-0.9414439443832802,-0.4906935672223108,-0.4842635464734601,0,86
-1.1024378916662678,-0.4906935672223108,-0.5025629157096345,0,12
-1.2433075955388821,-0.4906935672223108,-0.5096524064402055,0,102
0.18838857851340163,-0.4906935672223108,-0.38125385209764345,1,208
1.424592102293486,-0.4906935672223108,-0.20189579600798618,1,89
1.4044678588831125,-0.4906935672223108,-0.4687514983792195,1,192
-0.6712041043011222,-0.4906935672223108,-0.4008862879669167,0,53
-1.2864309742753968,-0.4906935672223108,-0.4464529292437486,0,220
-0.4095889399662671,-0.4906935672223108,-0.5574610234181581,0,54
1.4648405891142329,-0.4906935672223108,-0.1898981963100969,1,191
1.1572271541270958,-0.4906935672223108,-0.528860684744402,1,174
-0.791949564763363,-0.4906935672223108,-0.5098341882538099,0,121
-0.3894646965558936,-0.4906935672223108,-0.5106825033839637,0,3
-0.5389590761758108,-0.4906935672223108,-0.33108207154283387,0,223
-1.2145586763812057,-0.4906935672223108,-0.5002603460706457,0,155
0.6339968254573856,-0.4906935672223108,-0.5487354963651477,1,23
0.29475957939680425,-0.4906935672223108,-0.5568550840394768,1,27
0.5103764730793771,-0.4906935672223108,-0.3887675003932912,1,109
1.5654618061661003,-0.4906935672223108,-0.5511592538798727,1,200
1.1342280188009546,-0.4906935672223108,-0.5220741637031716,1,147
-1.4014266509061022,-0.4906935672223108,-0.5480083691107301,0,218
-1.0161911341932388,-0.4906935672223108,-0.5463117388504226,0,30
1.09110464006444,-0.4906935672223108,-0.43506126892454056,1,173
1.4590908052826976,-0.4906935672223108,-0.4917771947691079,1,207
1.2405990196843573,-0.4906935672223108,-0.4130050755405422,1,150
0.07051800996692846,-0.4906935672223108,-0.49238313414778917,1,232
-0.8321980515841099,-0.4906935672223108,-0.41397457854643227,0,17
0.6713704203623648,-0.4906935672223108,-0.5505533145011915,1,90
-0.4009642642189642,-0.4906935672223108,-0.5001391581949095,0,35
1.5970856172395442,-0.4906935672223108,-0.5505533145011915,1,199
-0.8178235920052717,-0.4906935672223108,-0.5305573150047095,0,44
0.46725309434286255,-0.4906935672223108,-0.4754168315447135,1,108
-1.4819236245475962,-0.4906935672223108,4.062281393585747,0,211
1.559712022334565,-0.13193875372442798,1.3564590980845157,1,131
1.5712115899976355,-0.13193875372442798,-0.4584505289416378,1,22
1.5798362657449385,-0.13193875372442798,-0.39749302744630155,1,2
1.5769613738291708,-0.13193875372442798,1.4866148766252536,1,78
1.4447163457038594,0.22681605977345484,-0.296422339082265,1,203
1.5309631031768887,0.5855708732713376,3.296131643181144,1,185
-1.427300678148011,4.890628635245931,4.062281393585747,2,226
-1.0765638644243591,0.5855708732713376,-0.3916760094109613,0,63
0.8151150161507468,0.9443256867692205,4.062281393585747,2,103
0.31775871472294537,1.661835313764986,0.14312608621313153,0,38
-0.6194560498173047,4.890628635245931,3.5883762055191224,2,66
1.2837223984208717,-0.13193875372442798,-0.039322260707800184,1,198
-1.4445500296426168,0.22681605977345484,-0.3498055983440853,0,240
1.2520985873474277,-0.13193875372442798,-0.4237907964810689,1,149
-0.760325753689919,3.096854567756517,4.062281393585747,2,202
-0.6223309417330724,0.22681605977345484,0.1974182545429738,0,156
0.5075015811636094,0.9443256867692205,1.1451680367383552,1,25
-0.8724465384048569,-0.13193875372442798,-0.2741237699467941,0,241
-0.521709724681205,0.5855708732713376,-0.4091270635169821,0,32
-0.5332092923442755,0.9443256867692205,-0.0029053040490556433,0,239
-0.5360841842600432,0.5855708732713376,0.09980142063742038,0,34
0.5161262569109124,0.9443256867692205,-0.46414635910124175,1,40
-0.9098201333098361,4.890628635245931,1.82163875909813,2,242
0.5764989871420327,-0.13193875372442798,0.8843111342160666,1,87
1.1026042077275104,-0.13193875372442798,-0.33811096833553667,1,15
0.1251409563665136,-0.13193875372442798,-0.30248173286907776,0,31
0.45575352667979196,0.22681605977345484,0.7359771743148904,1,36
-0.07897636965298871,-0.13193875372442798,-0.5171660547358533,0,7
-0.7143274830376367,-0.13193875372442798,-0.4742655467252191,0,47
0.38675612070136867,0.22681605977345484,-0.14287730052443007,1,49
-0.42971318337664055,0.22681605977345484,-0.48838393424849275,0,48
-1.458924489221455,-0.13193875372442798,-0.034656527491954414,0,50
-1.2318080278758117,0.22681605977345484,1.8924730724659713,0,51
0.42987949943788323,-0.13193875372442798,-0.3860407731892255,1,216
0.14526519977688707,-0.13193875372442798,-0.536010769412841,1,99
-1.237557811707347,-0.13193875372442798,-0.025931000438944075,0,65
-0.6280807255646076,-0.13193875372442798,0.8158399844250825,0,61
-0.950068620130583,4.890628635245931,4.062281393585747,2,195
-1.4560495973056873,0.22681605977345484,-0.4388180930723645,0,221
-0.9960668907828653,2.3793449407607516,0.11973682619603437,0,227
-1.4215508943164756,0.5855708732713376,1.6497337573662525,0,154
-1.3381790287592141,4.890628635245931,1.9072579933057943,2,80
-0.10485039689489746,-0.13193875372442798,-0.5198927819399191,0,237
-0.3290919663247732,0.22681605977345484,0.11894910500374875,0,95
-0.5820824549123254,-0.13193875372442798,2.681406143508991,0,81
-0.5820824549123254,0.22681605977345484,0.5274128401727959,0,118
-1.364053056001123,0.22681605977345484,0.25898169541699123,0,94
-0.5360841842600432,0.22681605977345484,0.1047095296047388,0,193
-1.237557811707347,-0.13193875372442798,-0.5178325880524027,0,112
-0.6367054013119106,-0.13193875372442798,0.6701721577901041,0,141
-1.0190660261090063,0.22681605977345484,0.05065973702636908,0,159
-1.476173840716061,4.890628635245931,0.3430860811779521,2,120
-0.8436976192471805,-0.13193875372442798,-0.46608536511302184,0,204
1.5970856172395442,-0.13193875372442798,-0.5254674242237868,1,123
-1.4244257862322434,1.661835313764986,1.5711434199512913,0,196
